body_length,height_withers,chest_width,rump_angle,bcs,aspect_ratio,breed
150.0,120,67.5,15.8,1.9,1.57,Banni
150.0,139.5,67.5,25,2.9,0.55,Banni
150.0,138.0,67.5,9.5,1.3,6.57,Banni
150.0,139.5,67.5,25,1.4,0.58,Banni
150.0,139.5,67.5,3,1.4,0.75,Banni
150.0,138.0,67.5,25,1.6,1.83,Banni
150.0,138.0,67.5,3.4,4.4,2.09,Banni
150.0,138.0,67.5,20.3,3.5,2.83,Banni
150.0,138.0,67.5,25,3.5,9.86,Banni
150.0,139.5,67.5,25,2.1,0.73,Banni
150.0,120,67.5,23.6,1.2,1.71,Banni
150.0,139.5,67.5,25,2.3,0.62,Banni
150.0,139.5,67.5,15.9,2.0,0.5,Banni
150.0,139.5,67.5,9.5,1.7,0.8,Banni
150.0,120,67.5,15.3,1.5,1.25,Banni
150.0,139.5,67.5,25,1.3,0.62,Banni
150.0,120,67.5,25,1.6,1.19,Banni
150.0,139.5,67.5,25,1.6,0.78,Banni
150.0,120,67.5,25,2.4,1.12,Banni
150.0,120,67.5,9.9,2.0,1.73,Banni
150.0,139.5,67.5,25,1.9,0.26,Banni
150.0,120,67.5,25,2.0,0.96,Banni
150.0,139.5,67.5,25,1.5,0.64,Banni
150.0,120,67.5,25,1.6,1.4,Banni
150.0,138.0,67.5,16.4,1.6,3.49,Banni
150.0,120,67.5,3,2.6,1.46,Banni
150.0,138.0,67.5,4.2,3.4,2.31,Banni
150.0,139.5,67.5,25,1.7,0.23,Banni
150.0,139.5,67.5,25,1.4,0.6,Banni
150.0,120,67.5,18.4,3.7,1.41,Banni
150.0,138.0,67.5,3.7,1.6,4.37,Banni
150.0,120,67.5,6.8,2.1,1.41,Banni
150.0,120,67.5,13.2,1.5,1.4,Banni
150.0,139.5,67.5,7.6,2.0,0.58,Banni
150.0,139.5,67.5,25,1.0,0.21,Banni
150.0,126.8,67.5,25,3.0,0.9,Banni
150.0,120,67.5,7.6,1.7,1.04,Banni
150.0,120,67.5,23.2,1.9,1.0,Banni
150.0,138.0,67.5,21.8,1.7,2.18,Banni
150.0,120,67.5,15.4,1.6,1.64,Banni
150.0,120,67.5,25,1.5,1.08,Banni
150.0,120,67.5,25,2.4,1.22,Bargur
150.0,139.5,67.5,25,2.3,0.19,Bargur
150.0,120,67.5,3,2.9,1.32,Bargur
150.0,139.5,67.5,25,1.0,0.71,Bargur
150.0,139.5,67.5,25,1.7,0.66,Bargur
150.0,120,67.5,9.0,1.7,1.54,Bargur
150.0,139.5,67.5,25,2.1,0.53,Bargur
150.0,120,67.5,5.2,1.4,1.48,Bargur
150.0,139.5,67.5,25,1.2,0.2,Bargur
150.0,139.5,67.5,25,1.8,0.28,Bargur
150.0,138.0,67.5,3,2.6,3.14,Bargur
150.0,120,67.5,25,2.7,1.31,Bargur
150.0,120,67.5,25,2.2,1.59,Bargur
150.0,139.5,67.5,3,1.8,0.78,Bargur
150.0,138.0,67.5,15.3,1.6,4.44,Bargur
150.0,120,67.5,25,1.6,1.6,Bargur
150.0,138.0,67.5,18.0,1.3,2.29,Bargur
150.0,139.5,67.5,9.0,2.4,0.69,Bargur
150.0,120,67.5,17.7,2.1,0.99,Bargur
150.0,139.5,67.5,25,1.9,0.54,Bargur
150.0,120,67.5,3,1.9,1.79,Bargur
150.0,120,67.5,13.2,1.7,1.71,Bargur
150.0,138.0,67.5,25,1.4,2.59,Bargur
150.0,120,67.5,25,2.2,1.71,Bargur
150.0,139.5,67.5,25,2.3,0.71,Bargur
150.0,120,67.5,25,1.5,1.01,Bargur
150.0,139.5,67.5,20.2,2.4,0.51,Bargur
150.0,120,67.5,25,2.5,0.97,Bargur
150.0,133.3,67.5,5.2,1.6,0.86,Bargur
150.0,139.5,67.5,25,1.9,0.29,Bargur
150.0,120,67.5,11.5,1.6,1.47,Bargur
150.0,139.5,67.5,15.3,2.0,0.51,Bargur
150.0,135.5,67.5,25,3.0,0.85,Bargur
150.0,120,67.5,4.4,1.9,1.16,Bargur
150.0,139.5,67.5,25,2.7,0.5,Bargur
150.0,139.5,67.5,25,1.0,0.45,Bargur
150.0,139.5,67.5,20.0,3.1,0.39,Bargur
150.0,120,67.5,25,1.8,1.0,Bargur
150.0,138.0,67.5,12.5,1.3,1.99,Bargur
150.0,139.5,67.5,25,1.0,0.73,Bargur
150.0,138.0,67.5,3,2.3,2.12,Bargur
150.0,120,67.5,25,2.0,1.23,Bargur
150.0,120,67.5,25,2.8,1.37,Bargur
150.0,138.0,67.5,8.1,2.7,2.0,Bargur
150.0,120,67.5,25,4.3,1.52,Bargur
150.0,139.5,67.5,24.2,3.1,0.78,Bargur
150.0,139.5,67.5,14.0,2.8,0.67,Bargur
150.0,139.5,67.5,25,1.7,0.51,Bargur
150.0,139.5,67.5,25,2.2,0.47,Bargur
150.0,120,67.5,11.3,2.5,1.45,Bargur
150.0,120,67.5,25,2.1,1.0,Bargur
150.0,120,67.5,25,1.9,1.03,Bargur
150.0,139.5,67.5,25,2.7,0.33,Bargur
150.0,120,67.5,25,1.2,1.0,Bargur
150.0,138.0,67.5,24.8,2.3,1.95,Bargur
150.0,120,67.5,25,1.8,1.0,Bargur
150.0,120,67.5,25,1.8,1.01,Bargur
150.0,120,67.5,25,1.8,1.01,Bargur
150.0,123.6,67.5,18.4,1.8,0.93,Bargur
150.0,120,67.5,25,1.8,1.01,Bargur
150.0,120,67.5,18.4,2.0,1.08,Bargur
150.0,120,67.5,25,1.8,1.01,Bargur
150.0,120,67.5,6.6,1.5,1.66,Bargur
150.0,120,67.5,25,1.8,1.01,Bargur
150.0,120,67.5,25,1.8,1.01,Bargur
150.0,120,67.5,25,1.8,1.01,Bargur
150.0,123.2,67.5,25,1.9,0.93,Bargur
150.0,120,67.5,25,1.8,1.01,Bargur
150.0,138.0,67.5,15.3,2.9,3.19,Bargur
150.0,120,67.5,25,1.9,1.04,Bargur
150.0,120,67.5,25,1.3,1.08,Bargur
150.0,139.5,67.5,25,1.9,0.66,Bargur
150.0,139.5,67.5,25,2.0,0.79,Bargur
150.0,120,67.5,25,1.9,1.71,Bargur
150.0,138.0,67.5,21.0,2.4,1.95,Bargur
150.0,138.0,67.5,23.6,2.9,2.21,Bargur
150.0,120,67.5,25,2.8,1.75,Bargur
150.0,120,67.5,25,1.7,1.0,Bargur
150.0,138.0,67.5,25,2.4,5.18,Bargur
150.0,131.6,67.5,17.4,1.6,0.87,Bargur
150.0,139.5,67.5,10.3,2.4,0.68,Bargur
150.0,120,67.5,25,2.1,1.25,Bargur
150.0,139.5,67.5,25,1.8,0.76,Bargur
150.0,139.5,67.5,25,2.5,0.76,Bargur
150.0,120,67.5,25,1.8,1.01,Bargur
150.0,120,67.5,10.6,1.6,1.18,Bargur
150.0,120,67.5,11.3,1.3,1.0,Bargur
150.0,138.0,67.5,22.9,2.5,3.29,Bargur
150.0,139.5,67.5,25,1.7,0.78,Bargur
150.0,139.5,67.5,25,2.8,0.68,Bargur
150.0,120,67.5,25,1.8,1.67,Bargur
150.0,138.0,67.5,10.0,1.9,6.04,Bargur
150.0,120,67.5,25,1.4,0.97,Bargur
150.0,138.0,67.5,14.0,2.7,1.83,Bhadawari
150.0,130.2,67.5,25,2.1,0.88,Bhadawari
150.0,138.0,67.5,5.2,3.8,5.15,Bhadawari
150.0,120,67.5,3,3.6,1.19,Bhadawari
150.0,120,67.5,6.3,1.9,1.63,Bhadawari
150.0,139.5,67.5,25,1.2,0.48,Bhadawari
150.0,120,67.5,25,1.3,1.43,Bhadawari
150.0,138.0,67.5,4.2,1.7,5.62,Bhadawari
150.0,120,67.5,25,2.1,0.96,Bhadawari
150.0,120,67.5,20.9,1.6,1.7,Bhadawari
150.0,139.5,67.5,25,1.8,0.41,Bhadawari
150.0,120,67.5,25,2.5,1.19,Bhadawari
150.0,139.5,67.5,25,1.5,0.65,Bhadawari
150.0,138.0,67.5,22.9,1.3,3.0,Bhadawari
150.0,139.5,67.5,25,2.8,0.53,Bhadawari
150.0,138.0,67.5,3,2.2,3.3,Bhadawari
150.0,138.0,67.5,4.8,4.1,2.81,Bhadawari
150.0,120,67.5,16.7,2.3,1.5,Bhadawari
150.0,120,67.5,25,1.8,1.2,Bhadawari
150.0,120,67.5,25,2.3,1.14,Bhadawari
150.0,139.5,67.5,3,2.7,0.65,Bhadawari
150.0,120,67.5,25,2.2,1.09,Bhadawari
150.0,120,67.5,21.5,1.4,1.05,Bhadawari
150.0,139.5,67.5,25,1.1,0.58,Bhadawari
150.0,138.0,67.5,17.4,2.3,2.73,Bhadawari
150.0,120,67.5,25,1.5,1.63,Bhadawari
150.0,120,67.5,25,1.6,0.96,Bhadawari
150.0,120,67.5,10.0,1.7,1.6,Bhadawari
150.0,120,67.5,16.7,2.9,1.13,Bhadawari
150.0,120,67.5,25,2.0,1.39,Bhadawari
150.0,138.0,67.5,15.9,1.4,3.58,Bhadawari
150.0,120,67.5,25,1.5,1.33,Bhadawari
150.0,138.0,67.5,25,2.8,2.3,Bhadawari
150.0,139.5,67.5,25,1.2,0.41,Bhadawari
150.0,139.5,67.5,25,2.1,0.39,Bhadawari
150.0,138.0,67.5,18.4,1.4,3.0,Bhadawari
150.0,138.0,67.5,8.6,2.1,4.43,Bhadawari
150.0,120,67.5,12.1,1.9,1.57,Bhadawari
150.0,139.5,67.5,25,3.0,0.8,Bhadawari
150.0,120,67.5,3,2.8,1.21,Bhadawari
150.0,120,67.5,14.0,1.4,1.66,Bhadawari
150.0,120,67.5,25,2.5,1.58,Bhadawari
150.0,120,67.5,25,2.4,1.58,Bhadawari
150.0,120,67.5,25,2.0,1.62,Bhadawari
150.0,138.0,67.5,8.1,1.3,2.79,Bhadawari
150.0,120,67.5,25,2.0,1.35,Bhadawari
150.0,138.0,67.5,9.2,2.6,1.84,Bhadawari
150.0,120,67.5,25,2.3,1.17,Bhadawari
150.0,138.0,67.5,9.1,2.0,3.48,Bhadawari
150.0,138.0,67.5,25,1.1,4.46,Bhadawari
150.0,120,67.5,25,1.9,1.22,Bhadawari
150.0,138.0,67.5,20.6,2.1,2.58,Bhadawari
150.0,138.0,67.5,25,2.1,3.21,Bhadawari
150.0,120,67.5,14.0,2.0,1.77,Bhadawari
150.0,120,67.5,25,2.8,1.15,Bhadawari
150.0,138.0,67.5,25,2.4,3.27,Bhadawari
150.0,139.5,67.5,10.3,2.2,0.59,Bhadawari
150.0,139.5,67.5,25,3.0,0.77,Bhadawari
150.0,120,67.5,14.0,1.7,0.97,Bhadawari
150.0,138.0,67.5,12.3,1.6,2.13,Bhadawari
150.0,120,67.5,25,2.4,1.78,Bhadawari
150.0,120,67.5,22.9,2.2,1.22,Bhadawari
150.0,139.5,67.5,25,1.5,0.44,Bhadawari
150.0,120,67.5,14.9,3.2,1.36,Bhadawari
150.0,120,67.5,25,1.8,1.07,Bhadawari
150.0,120,67.5,25,2.5,1.29,Bhadawari
150.0,125.2,67.5,21.8,1.8,0.92,Bhadawari
150.0,138.0,67.5,8.1,1.3,4.5,Bhadawari
150.0,120,67.5,25,2.1,1.23,Bhadawari
150.0,138.0,67.5,25,2.8,2.91,Bhadawari
150.0,138.0,67.5,6.7,3.2,2.55,Bhadawari
150.0,131.0,67.5,25,2.5,0.88,Bhadawari
150.0,138.0,67.5,12.3,1.3,2.85,Bhadawari
150.0,138.0,67.5,15.9,2.0,6.93,Bhadawari
150.0,137.7,67.5,25,2.7,0.83,Bhadawari
150.0,120,67.5,25,1.5,1.57,Bhadawari
150.0,131.4,67.5,25,1.8,0.87,Bhadawari
150.0,120,67.5,8.1,1.5,1.06,Bhadawari
150.0,138.0,67.5,5.7,1.5,2.25,Bhadawari
150.0,139.5,67.5,25,1.6,0.29,Bhadawari
150.0,138.0,67.5,21.8,2.0,3.54,Bhadawari
150.0,138.0,67.5,15.9,2.6,2.42,Bhadawari
150.0,138.0,67.5,3.8,3.5,6.12,Bhadawari
150.0,120,67.5,12.3,2.6,1.68,Bhadawari
150.0,120,67.5,25,1.4,1.69,Bhadawari
150.0,120,67.5,25,1.8,1.25,Bhadawari
150.0,138.0,67.5,5.6,2.7,4.63,Brown Swiss
150.0,120,67.5,5.7,1.6,1.8,Brown Swiss
150.0,139.5,67.5,25,1.8,0.8,Brown Swiss
150.0,138.0,67.5,3.6,1.3,3.48,Brown Swiss
150.0,120,67.5,19.7,2.2,1.45,Brown Swiss
150.0,139.5,67.5,20.0,1.4,0.62,Brown Swiss
150.0,139.5,67.5,3,2.3,0.63,Brown Swiss
150.0,138.0,67.5,3.8,2.3,2.18,Brown Swiss
150.0,120,67.5,19.5,2.6,1.41,Brown Swiss
150.0,120,67.5,25,3.0,1.03,Brown Swiss
150.0,120,67.5,5.7,2.9,1.52,Brown Swiss
150.0,120,67.5,25,2.3,0.97,Brown Swiss
150.0,120,67.5,25,1.7,1.08,Brown Swiss
150.0,120,67.5,25,3.1,1.38,Brown Swiss
150.0,139.5,67.5,25,2.0,0.72,Brown Swiss
150.0,120,67.5,7.1,2.3,1.19,Brown Swiss
150.0,139.5,67.5,25,1.5,0.69,Brown Swiss
150.0,120,67.5,20.0,3.1,1.13,Brown Swiss
150.0,139.5,67.5,25,2.3,0.73,Brown Swiss
150.0,120,67.5,10.9,1.8,1.66,Brown Swiss
150.0,120,67.5,25,2.2,1.39,Brown Swiss
150.0,120,67.5,25,1.8,1.1,Brown Swiss
150.0,139.5,67.5,22.4,2.2,0.59,Brown Swiss
150.0,124.3,67.5,3.2,2.5,0.92,Brown Swiss
150.0,139.5,67.5,25,2.3,0.78,Brown Swiss
150.0,138.0,67.5,25,2.4,1.96,Brown Swiss
150.0,139.5,67.5,25,1.8,0.49,Brown Swiss
150.0,120,67.5,21.8,2.3,1.62,Brown Swiss
150.0,120,67.5,12.5,3.0,1.34,Brown Swiss
150.0,139.5,67.5,25,2.9,0.37,Brown Swiss
150.0,120,67.5,25,1.5,1.1,Brown Swiss
150.0,138.0,67.5,3.6,1.1,9.62,Brown Swiss
150.0,120,67.5,22.2,1.6,1.31,Brown Swiss
150.0,138.0,67.5,3,3.7,4.79,Brown Swiss
150.0,138.0,67.5,19.9,1.7,2.86,Brown Swiss
150.0,133.4,67.5,25,2.2,0.86,Brown Swiss
150.0,120,67.5,18.4,1.7,1.12,Brown Swiss
150.0,139.5,67.5,4.6,1.9,0.73,Brown Swiss
150.0,139.5,67.5,3,3.5,0.44,Brown Swiss
150.0,138.0,67.5,25,2.0,3.46,Brown Swiss
150.0,131.1,67.5,25,3.3,0.88,Brown Swiss
150.0,138.0,67.5,5.7,2.4,4.33,Brown Swiss
150.0,139.5,67.5,25,1.2,0.68,Brown Swiss
150.0,139.5,67.5,25,2.2,0.72,Brown Swiss
150.0,139.5,67.5,25,1.6,0.69,Brown Swiss
150.0,134.5,67.5,25,2.6,0.85,Brown Swiss
150.0,139.5,67.5,25,3.7,0.39,Brown Swiss
150.0,138.0,67.5,3,2.4,2.01,Brown Swiss
150.0,138.0,67.5,3,2.7,2.25,Brown Swiss
150.0,120,67.5,18.4,2.6,1.28,Brown Swiss
150.0,120,67.5,25,2.5,1.4,Brown Swiss
150.0,120,67.5,3,3.0,1.74,Brown Swiss
150.0,138.0,67.5,7.6,2.2,1.83,Brown Swiss
150.0,131.6,67.5,4.4,3.0,0.87,Brown Swiss
150.0,120,67.5,5.2,3.4,1.41,Brown Swiss
150.0,138.0,67.5,25,2.1,2.23,Brown Swiss
150.0,138.0,67.5,25,2.7,2.01,Brown Swiss
150.0,120,67.5,4.4,1.0,1.18,Brown Swiss
150.0,120,67.5,6.3,1.6,1.33,Brown Swiss
150.0,138.0,67.5,3,1.1,10.0,Brown Swiss
150.0,123.1,67.5,25,2.2,0.93,Brown Swiss
150.0,120,67.5,3,3.2,1.0,Brown Swiss
150.0,120,67.5,18.4,1.3,1.23,Brown Swiss
150.0,139.5,67.5,25,2.4,0.3,Brown Swiss
150.0,139.5,67.5,25,2.6,0.37,Brown Swiss
150.0,128.4,67.5,3.2,3.3,0.89,Brown Swiss
150.0,139.5,67.5,25,3.2,0.82,Brown Swiss
150.0,120,67.5,16.9,1.9,1.37,Brown Swiss
150.0,120,67.5,25,2.2,1.0,Brown Swiss
150.0,120,67.5,21.8,2.2,1.63,Brown Swiss
150.0,120,67.5,25,3.1,0.99,Brown Swiss
150.0,126.0,67.5,25,2.1,0.91,Brown Swiss
150.0,120,67.5,25,2.5,0.98,Brown Swiss
150.0,120,67.5,25,1.3,1.39,Brown Swiss
150.0,139.5,67.5,25,2.1,0.81,Brown Swiss
150.0,138.0,67.5,3,1.2,2.78,Brown Swiss
150.0,139.5,67.5,25,4.6,0.52,Brown Swiss
150.0,120,67.5,25,2.5,1.07,Brown Swiss
150.0,139.5,67.5,25,2.9,0.78,Brown Swiss
150.0,120,67.5,18.4,1.7,0.97,Brown Swiss
150.0,139.5,67.5,25,3.1,0.71,Brown Swiss
150.0,138.0,67.5,4.1,1.0,5.12,Brown Swiss
150.0,123.4,67.5,25,3.1,0.93,Brown Swiss
150.0,120,67.5,25,2.4,1.32,Brown Swiss
150.0,138.0,67.5,3.4,2.0,6.52,Brown Swiss
150.0,129.8,67.5,25,3.0,0.88,Brown Swiss
150.0,139.5,67.5,25,1.0,0.44,Brown Swiss
150.0,139.5,67.5,18.4,1.8,0.42,Brown Swiss
150.0,120,67.5,25,2.9,1.09,Brown Swiss
150.0,138.0,67.5,14.0,1.9,2.57,Brown Swiss
150.0,138.0,67.5,25,2.4,2.59,Brown Swiss
150.0,139.5,67.5,25,2.6,0.54,Brown Swiss
150.0,124.0,67.5,25,2.2,0.93,Brown Swiss
150.0,132.6,67.5,25,2.6,0.87,Brown Swiss
150.0,138.0,67.5,11.0,2.1,1.94,Brown Swiss
150.0,120,67.5,25,2.6,1.77,Brown Swiss
150.0,120,67.5,25,3.2,1.0,Brown Swiss
150.0,139.5,67.5,25,1.4,0.8,Brown Swiss
150.0,122.0,67.5,25,2.4,0.94,Brown Swiss
150.0,138.0,67.5,21.5,2.4,2.62,Brown Swiss
150.0,139.5,67.5,25,1.5,0.48,Brown Swiss
150.0,120,67.5,25,2.5,1.2,Brown Swiss
150.0,139.5,67.5,25,3.5,0.69,Brown Swiss
150.0,138.0,67.5,25,2.0,3.8,Brown Swiss
150.0,139.5,67.5,25,1.5,0.51,Brown Swiss
150.0,138.0,67.5,14.0,3.3,2.65,Brown Swiss
150.0,139.5,67.5,25,3.2,0.53,Brown Swiss
150.0,120,67.5,11.6,1.6,1.49,Brown Swiss
150.0,122.5,67.5,25,3.0,0.94,Brown Swiss
150.0,120,67.5,18.4,1.4,1.09,Brown Swiss
150.0,138.0,67.5,25,1.1,4.5,Brown Swiss
150.0,138.0,67.5,25,2.5,2.68,Brown Swiss
150.0,139.5,67.5,25,1.7,0.76,Brown Swiss
150.0,139.5,67.5,25,2.3,0.37,Brown Swiss
150.0,138.0,67.5,25,2.1,3.2,Brown Swiss
150.0,120,67.5,8.1,1.7,1.1,Brown Swiss
150.0,139.5,67.5,25,1.8,0.77,Brown Swiss
150.0,139.5,67.5,18.4,4.2,0.8,Brown Swiss
150.0,138.0,67.5,25,3.2,3.38,Brown Swiss
150.0,138.0,67.5,10.6,1.8,2.16,Brown Swiss
150.0,120,67.5,24.3,2.3,1.6,Brown Swiss
150.0,138.0,67.5,25,3.6,2.02,Brown Swiss
150.0,139.5,67.5,8.1,3.5,0.6,Brown Swiss
150.0,120,67.5,7.1,2.1,1.13,Brown Swiss
150.0,120,67.5,3,2.4,1.33,Brown Swiss
150.0,120,67.5,25,2.2,0.96,Brown Swiss
150.0,139.5,67.5,25,1.6,0.61,Brown Swiss
150.0,120,67.5,25,2.1,1.0,Brown Swiss
150.0,129.1,67.5,25,3.3,0.89,Brown Swiss
150.0,139.5,67.5,25,2.2,0.76,Brown Swiss
150.0,139.5,67.5,25,2.8,0.62,Brown Swiss
150.0,139.5,67.5,25,2.4,0.57,Brown Swiss
150.0,120,67.5,25,3.2,1.04,Brown Swiss
150.0,138.0,67.5,16.7,1.7,6.0,Brown Swiss
150.0,139.5,67.5,25,2.2,0.61,Brown Swiss
150.0,120,67.5,25,2.2,1.05,Brown Swiss
150.0,138.0,67.5,11.3,3.1,2.14,Brown Swiss
150.0,120,67.5,10.3,1.5,1.0,Brown Swiss
150.0,120,67.5,25,1.3,1.22,Brown Swiss
150.0,139.5,67.5,25,1.3,0.43,Brown Swiss
150.0,138.0,67.5,3.4,3.2,7.5,Brown Swiss
150.0,120,67.5,21.0,2.0,1.13,Brown Swiss
150.0,120,67.5,19.7,2.2,1.02,Brown Swiss
150.0,120,67.5,25,4.0,1.44,Brown Swiss
150.0,120,67.5,25,3.4,1.05,Brown Swiss
150.0,120,67.5,22.3,3.0,1.56,Brown Swiss
150.0,139.5,67.5,25,1.8,0.72,Brown Swiss
150.0,138.0,67.5,11.7,1.9,3.88,Brown Swiss
150.0,139.5,67.5,25,1.3,0.74,Brown Swiss
150.0,120,67.5,25,1.5,1.33,Brown Swiss
150.0,138.0,67.5,20.6,1.7,2.4,Brown Swiss
150.0,120,67.5,3,2.8,1.4,Brown Swiss
150.0,120,67.5,18.4,2.2,1.24,Brown Swiss
150.0,138.0,67.5,15.9,1.4,2.47,Brown Swiss
150.0,125.8,67.5,25,3.0,0.91,Brown Swiss
150.0,138.0,67.5,3.6,1.4,9.71,Brown Swiss
150.0,120,67.5,25,3.2,1.06,Brown Swiss
150.0,123.2,67.5,9.5,3.2,0.93,Brown Swiss
150.0,138.0,67.5,3,2.7,4.56,Brown Swiss
150.0,138.0,67.5,8.1,2.0,1.88,Brown Swiss
150.0,139.5,67.5,25,2.4,0.59,Brown Swiss
150.0,138.0,67.5,6.3,3.5,1.86,Brown Swiss
150.0,120,67.5,25,1.9,1.41,Brown Swiss
150.0,139.5,67.5,25,2.4,0.75,Brown Swiss
150.0,120,67.5,25,1.4,1.72,Brown Swiss
150.0,120,67.5,4.8,1.7,1.65,Brown Swiss
150.0,120,67.5,7.7,2.6,1.35,Brown Swiss
150.0,139.5,67.5,25,2.7,0.35,Brown Swiss
150.0,139.5,67.5,25,3.6,0.38,Brown Swiss
150.0,138.0,67.5,3,2.4,1.96,Brown Swiss
150.0,139.5,67.5,25,2.6,0.4,Brown Swiss
150.0,120,67.5,25,1.9,1.27,Brown Swiss
150.0,138.0,67.5,9.8,1.4,2.62,Brown Swiss
150.0,126.2,67.5,25,2.7,0.91,Brown Swiss
150.0,120,67.5,8.7,2.9,1.19,Brown Swiss
150.0,120,67.5,3.8,2.4,1.71,Brown Swiss
150.0,138.0,67.5,3,1.6,3.07,Brown Swiss
150.0,120,67.5,25,2.6,1.14,Brown Swiss
150.0,120,67.5,6.1,1.6,1.37,Brown Swiss
150.0,139.5,67.5,25,3.5,0.63,Brown Swiss
150.0,139.5,67.5,25,2.9,0.81,Brown Swiss
150.0,138.0,67.5,3.2,3.1,2.23,Brown Swiss
150.0,138.0,67.5,3,2.6,3.03,Brown Swiss
150.0,138.0,67.5,25,3.2,2.39,Brown Swiss
150.0,120,67.5,25,3.4,1.52,Brown Swiss
150.0,139.5,67.5,25,3.3,0.72,Brown Swiss
150.0,120,67.5,3.4,2.8,1.55,Brown Swiss
150.0,128.7,67.5,25,2.5,0.89,Brown Swiss
150.0,138.0,67.5,16.9,2.0,4.04,Brown Swiss
150.0,138.0,67.5,3,1.0,5.12,Brown Swiss
150.0,120,67.5,18.4,1.8,1.47,Brown Swiss
150.0,120,67.5,25,2.6,1.32,Brown Swiss
150.0,120,67.5,25,1.7,1.43,Brown Swiss
150.0,120,67.5,23.2,2.3,1.68,Brown Swiss
150.0,139.5,67.5,25,1.7,0.61,Brown Swiss
150.0,120,67.5,25,3.6,1.5,Brown Swiss
150.0,120,67.5,18.4,2.6,1.19,Brown Swiss
150.0,139.5,67.5,3,1.7,0.38,Brown Swiss
150.0,120,67.5,4.6,2.7,1.12,Brown Swiss
150.0,138.0,67.5,4.1,3.5,2.89,Brown Swiss
150.0,138.0,67.5,15.9,2.9,3.46,Brown Swiss
150.0,120,67.5,25,2.2,1.12,Brown Swiss
150.0,139.5,67.5,25,2.5,0.48,Brown Swiss
150.0,120,67.5,25,1.6,1.1,Brown Swiss
150.0,138.0,67.5,6.3,2.5,3.0,Brown Swiss
150.0,138.0,67.5,5.2,2.1,2.05,Brown Swiss
150.0,138.0,67.5,22.7,2.6,1.82,Brown Swiss
150.0,120,67.5,25,1.1,1.05,Brown Swiss
150.0,138.0,67.5,4.1,2.3,5.67,Brown Swiss
150.0,120,67.5,25,3.3,1.2,Brown Swiss
150.0,120,67.5,25,1.9,1.02,Brown Swiss
150.0,120,67.5,4.8,1.9,1.09,Brown Swiss
150.0,120,67.5,14.0,2.1,1.21,Brown Swiss
150.0,138.0,67.5,14.0,3.2,2.5,Brown Swiss
150.0,138.0,67.5,14.6,4.5,2.26,Brown Swiss
150.0,129.1,67.5,25,1.3,0.89,Brown Swiss
150.0,120,67.5,25,1.4,1.01,Brown Swiss
150.0,134.2,67.5,25,2.5,0.86,Brown Swiss
150.0,139.5,67.5,25,2.0,0.33,Brown Swiss
150.0,120,67.5,7.9,2.6,1.29,Brown Swiss
150.0,139.5,67.5,24.2,1.0,0.73,Brown Swiss
150.0,138.0,67.5,3,1.0,5.12,Brown Swiss
150.0,120,67.5,3,1.8,1.4,Brown Swiss
150.0,120,67.5,11.3,2.1,1.16,Brown Swiss
150.0,138.0,67.5,17.4,2.8,2.74,Brown Swiss
150.0,139.5,67.5,25,1.9,0.72,Dangi
150.0,120,67.5,25,1.6,1.35,Dangi
150.0,139.5,67.5,25,1.0,0.44,Dangi
150.0,122.0,67.5,25,1.3,0.94,Dangi
150.0,125.6,67.5,25,2.0,0.91,Dangi
150.0,120,67.5,25,1.5,1.21,Dangi
150.0,139.5,67.5,25,2.9,0.6,Dangi
150.0,138.0,67.5,25,1.5,1.88,Dangi
150.0,139.5,67.5,25,2.7,0.6,Dangi
150.0,139.5,67.5,18.4,1.5,0.42,Dangi
150.0,139.5,67.5,25,1.9,0.64,Dangi
150.0,138.0,67.5,25,2.3,2.22,Dangi
150.0,139.5,67.5,25,2.9,0.63,Dangi
150.0,120,67.5,10.5,1.2,1.46,Dangi
150.0,138.0,67.5,14.0,2.4,2.24,Dangi
150.0,139.5,67.5,6.3,3.3,0.73,Dangi
150.0,120,67.5,25,2.8,1.02,Dangi
150.0,133.6,67.5,3,1.9,0.86,Dangi
150.0,139.5,67.5,25,1.5,0.58,Dangi
150.0,139.5,67.5,25,1.8,0.64,Dangi
150.0,120,67.5,25,1.8,1.69,Dangi
150.0,139.5,67.5,25,1.6,0.4,Dangi
150.0,139.5,67.5,25,3.5,0.82,Dangi
150.0,138.0,67.5,25,2.9,1.85,Dangi
150.0,139.5,67.5,25,1.7,0.37,Dangi
150.0,138.0,67.5,8.7,2.2,2.83,Dangi
150.0,135.3,67.5,12.3,1.1,0.85,Dangi
150.0,138.0,67.5,3,1.6,1.99,Dangi
150.0,120,67.5,14.9,3.0,1.58,Dangi
150.0,139.5,67.5,25,1.6,0.73,Dangi
150.0,123.0,67.5,15.8,1.3,0.93,Dangi
150.0,120,67.5,25,1.8,1.0,Dangi
150.0,120,67.5,12.7,1.6,1.66,Dangi
150.0,139.5,67.5,25,3.1,0.46,Dangi
150.0,138.0,67.5,3,2.1,2.57,Dangi
150.0,120,67.5,6.3,2.8,1.66,Dangi
150.0,120,67.5,25,3.3,1.28,Dangi
150.0,139.5,67.5,25,2.3,0.29,Dangi
150.0,139.5,67.5,25,1.6,0.71,Dangi
150.0,139.5,67.5,25,2.1,0.74,Dangi
150.0,138.0,67.5,9.5,2.2,2.18,Dangi
150.0,139.5,67.5,25,1.6,0.79,Dangi
150.0,120,67.5,25,1.8,1.2,Dangi
