body_length,height_withers,chest_width,rump_angle,bcs,aspect_ratio,breed
150.0,139.5,67.5,25,1.8,0.71,Khillari
150.0,127.1,67.5,25,2.3,0.9,Khillari
150.0,131.1,67.5,25,1.6,0.88,Khillari
150.0,138.0,67.5,20.0,1.9,2.38,Khillari
150.0,120,67.5,9.8,3.1,1.63,Khillari
150.0,139.5,67.5,25,3.9,0.48,Khillari
150.0,121.2,67.5,25,1.9,0.95,Khillari
150.0,139.5,67.5,25,2.1,0.47,Khillari
150.0,139.5,67.5,25,2.2,0.68,Khillari
150.0,138.0,67.5,3,1.3,5.39,Khillari
150.0,120,67.5,25,2.7,1.15,Khillari
150.0,139.5,67.5,25,2.3,0.63,Khillari
150.0,120,67.5,25,1.2,1.19,Khillari
150.0,138.0,67.5,7.4,2.6,1.91,Krishna Valley
150.0,120,67.5,3.2,2.5,1.01,Krishna Valley
150.0,138.0,67.5,9.9,1.7,2.38,Krishna Valley
150.0,139.5,67.5,13.4,3.0,0.73,Krishna Valley
150.0,138.0,67.5,3,2.8,2.08,Krishna Valley
150.0,138.0,67.5,3,2.7,59.0,Krishna Valley
150.0,120,67.5,10.0,2.9,1.25,Krishna Valley
150.0,138.0,67.5,18.4,1.8,4.33,Krishna Valley
150.0,138.0,67.5,3,2.2,3.58,Krishna Valley
150.0,120,67.5,16.7,1.9,1.63,Krishna Valley
150.0,120,67.5,25,2.2,1.09,Krishna Valley
150.0,138.0,67.5,7.1,1.7,2.07,Krishna Valley
150.0,120,67.5,25,2.0,1.09,Krishna Valley
150.0,139.5,67.5,23.2,1.4,0.49,Krishna Valley
150.0,122.9,67.5,25,2.6,0.93,Krishna Valley
150.0,120,67.5,3.6,1.7,1.17,Krishna Valley
150.0,139.5,67.5,25,2.4,0.34,Krishna Valley
150.0,126.5,67.5,25,1.7,0.91,Krishna Valley
150.0,120,67.5,25,2.0,1.03,Krishna Valley
150.0,138.0,67.5,25,2.1,1.98,Krishna Valley
150.0,138.0,67.5,9.5,2.7,2.0,Krishna Valley
150.0,139.5,67.5,25,1.4,0.62,Krishna Valley
150.0,138.0,67.5,3,1.6,1.82,Krishna Valley
150.0,138.0,67.5,25,1.7,2.65,Krishna Valley
150.0,138.0,67.5,25,2.6,4.5,Krishna Valley
150.0,120,67.5,25,2.1,1.21,Krishna Valley
150.0,120,67.5,25,2.2,1.41,Krishna Valley
150.0,133.7,67.5,25,2.5,0.86,Krishna Valley
150.0,139.5,67.5,8.9,1.4,0.69,Krishna Valley
150.0,120,67.5,8.4,2.0,1.31,Krishna Valley
150.0,139.5,67.5,25,1.3,0.11,Krishna Valley
150.0,120,67.5,25,1.9,1.18,Krishna Valley
150.0,120,67.5,7.4,1.5,1.4,Krishna Valley
150.0,139.5,67.5,9.5,2.2,0.73,Krishna Valley
150.0,138.0,67.5,3,3.2,1.86,Krishna Valley
150.0,139.5,67.5,25,2.3,0.71,Krishna Valley
150.0,138.0,67.5,25,2.7,1.92,Krishna Valley
150.0,138.0,67.5,25,1.6,6.6,Krishna Valley
150.0,120,67.5,4.8,2.2,1.53,Krishna Valley
150.0,132.3,67.5,8.7,3.2,0.87,Krishna Valley
150.0,138.0,67.5,10.2,3.3,2.12,Krishna Valley
150.0,120,67.5,25,1.4,1.47,Krishna Valley
150.0,138.0,67.5,25,2.6,2.09,Krishna Valley
150.0,135.0,67.5,25,1.4,0.85,Krishna Valley
150.0,120,67.5,21.5,2.6,1.03,Krishna Valley
150.0,138.0,67.5,10.3,2.2,1.9,Krishna Valley
150.0,120,67.5,25,2.5,1.52,Krishna Valley
150.0,138.0,67.5,5.9,2.1,2.84,Krishna Valley
150.0,139.5,67.5,25,2.2,0.77,Krishna Valley
150.0,120.2,67.5,3,1.7,0.95,Krishna Valley
150.0,138.0,67.5,3,4.3,9.17,Krishna Valley
150.0,139.5,67.5,25,1.6,0.48,Krishna Valley
150.0,138.0,67.5,25,2.5,7.56,Krishna Valley
150.0,124.7,67.5,12.5,1.7,0.92,Krishna Valley
150.0,120,67.5,10.0,1.6,1.02,Krishna Valley
150.0,138.0,67.5,25,2.0,1.92,Krishna Valley
150.0,138.0,67.5,3,1.7,12.9,Krishna Valley
150.0,138.0,67.5,25,1.6,7.41,Krishna Valley
150.0,120,67.5,6.6,2.5,1.74,Krishna Valley
150.0,138.0,67.5,3,2.3,2.1,Krishna Valley
150.0,120,67.5,25,1.5,1.09,Krishna Valley
150.0,138.0,67.5,24.0,1.1,1.88,Krishna Valley
150.0,138.0,67.5,5.0,2.0,2.3,Krishna Valley
150.0,120,67.5,11.3,2.4,1.41,Krishna Valley
150.0,139.5,67.5,25,1.4,0.81,Krishna Valley
150.0,139.5,67.5,25,2.6,0.36,Krishna Valley
150.0,120,67.5,6.0,1.9,1.32,Krishna Valley
150.0,120,67.5,3,1.7,1.53,Krishna Valley
150.0,138.0,67.5,5.0,1.9,10.38,Krishna Valley
150.0,120,67.5,14.9,3.6,1.79,Krishna Valley
150.0,139.5,67.5,18.4,2.7,0.79,Krishna Valley
150.0,139.5,67.5,25,1.7,0.55,Krishna Valley
150.0,138.0,67.5,12.8,2.8,1.93,Krishna Valley
150.0,120,67.5,25,1.9,1.23,Krishna Valley
150.0,139.5,67.5,25,2.3,0.64,Krishna Valley
150.0,120,67.5,25,1.9,1.26,Krishna Valley
150.0,138.0,67.5,3,1.9,2.94,Krishna Valley
150.0,139.5,67.5,25,2.6,0.46,Krishna Valley
150.0,138.0,67.5,10.0,2.3,1.84,Krishna Valley
150.0,138.0,67.5,25,1.6,2.03,Krishna Valley
150.0,120,67.5,25,2.8,1.04,Krishna Valley
150.0,120,67.5,3,3.1,1.18,Krishna Valley
150.0,138.0,67.5,25,1.9,4.86,Krishna Valley
150.0,138.0,67.5,14.0,1.5,5.44,Krishna Valley
150.0,139.5,67.5,25,1.8,0.25,Krishna Valley
150.0,120,67.5,25,2.4,1.13,Krishna Valley
150.0,138.0,67.5,4.0,1.9,1.88,Krishna Valley
150.0,132.9,67.5,25,1.6,0.86,Krishna Valley
150.0,120,67.5,25,2.7,1.75,Krishna Valley
150.0,138.0,67.5,10.6,2.2,2.2,Krishna Valley
150.0,120,67.5,25,3.5,1.4,Krishna Valley
150.0,139.5,67.5,25,2.0,0.41,Krishna Valley
150.0,138.0,67.5,5.0,1.8,4.84,Krishna Valley
150.0,138.0,67.5,3,1.6,8.2,Krishna Valley
150.0,120,67.5,15.3,1.7,1.33,Krishna Valley
150.0,120,67.5,21.0,2.7,1.51,Krishna Valley
150.0,139.5,67.5,25,2.8,0.79,Krishna Valley
150.0,120,67.5,25,1.6,1.8,Krishna Valley
150.0,138.0,67.5,8.1,1.0,8.14,Krishna Valley
150.0,139.5,67.5,25,2.0,0.53,Krishna Valley
150.0,138.0,67.5,25,1.5,6.31,Krishna Valley
150.0,120,67.5,3,2.3,1.41,Krishna Valley
150.0,120,67.5,11.8,1.7,1.35,Krishna Valley
150.0,139.5,67.5,9.5,2.6,0.82,Krishna Valley
150.0,123.6,67.5,23.2,2.7,0.93,Krishna Valley
150.0,138.0,67.5,25,1.4,2.69,Krishna Valley
150.0,120,67.5,25,2.9,1.31,Krishna Valley
150.0,120,67.5,25,3.6,1.56,Krishna Valley
150.0,120,67.5,6.3,2.3,1.18,Krishna Valley
150.0,139.5,67.5,25,2.4,0.27,Krishna Valley
150.0,138.0,67.5,20.1,3.0,3.14,Krishna Valley
150.0,138.0,67.5,3.6,1.8,2.91,Krishna Valley
150.0,138.0,67.5,25,3.2,1.88,Krishna Valley
150.0,120,67.5,25,2.6,1.73,Krishna Valley
150.0,120,67.5,25,2.3,1.09,Krishna Valley
150.0,120,67.5,25,1.9,1.67,Krishna Valley
150.0,120,67.5,25,1.6,1.12,Krishna Valley
150.0,139.5,67.5,3,2.5,0.75,Krishna Valley
150.0,139.5,67.5,10.0,1.6,0.51,Krishna Valley
150.0,139.5,67.5,25,2.0,0.39,Krishna Valley
150.0,139.5,67.5,25,3.5,0.44,Krishna Valley
150.0,138.0,67.5,25,2.7,1.86,Krishna Valley
150.0,120,67.5,25,2.8,1.26,Krishna Valley
150.0,139.5,67.5,25,1.9,0.8,Krishna Valley
150.0,138.0,67.5,4.6,1.5,2.39,Krishna Valley
150.0,120,67.5,15.2,3.3,1.24,Krishna Valley
150.0,120,67.5,3.6,1.7,1.02,Krishna Valley
150.0,139.5,67.5,25,2.8,0.28,Krishna Valley
150.0,120,67.5,25,2.0,0.98,Krishna Valley
150.0,120,67.5,25,2.8,0.98,Krishna Valley
150.0,125.4,67.5,9.5,1.7,0.92,Krishna Valley
150.0,139.5,67.5,22.0,2.9,0.74,Krishna Valley
150.0,138.4,67.5,25,1.9,0.83,Krishna Valley
150.0,120,67.5,25,2.3,1.19,Krishna Valley
150.0,138.0,67.5,25,3.2,2.29,Krishna Valley
150.0,120,67.5,4.1,3.4,1.0,Krishna Valley
150.0,138.0,67.5,25,3.4,3.23,Malnad gidda
150.0,120,67.5,25,2.3,1.21,Malnad gidda
150.0,120,67.5,8.1,3.5,1.59,Malnad gidda
150.0,138.0,67.5,25,2.7,2.4,Malnad gidda
150.0,138.0,67.5,6.3,1.8,2.12,Malnad gidda
150.0,138.0,67.5,17.6,4.4,2.4,Malnad gidda
150.0,131.9,67.5,25,2.6,0.87,Malnad gidda
150.0,138.0,67.5,12.3,3.2,7.01,Malnad gidda
150.0,120,67.5,10.3,2.1,1.35,Malnad gidda
150.0,139.5,67.5,25,1.7,0.73,Malnad gidda
150.0,120,67.5,25,2.8,1.68,Malnad gidda
150.0,139.5,67.5,25,3.7,0.23,Malnad gidda
150.0,139.5,67.5,25,1.7,0.49,Malnad gidda
150.0,120,67.5,3,2.4,1.62,Malnad gidda
150.0,138.0,67.5,3,2.1,2.24,Malnad gidda
150.0,139.5,67.5,25,1.6,0.3,Malnad gidda
150.0,139.5,67.5,25,2.0,0.44,Malnad gidda
150.0,139.5,67.5,25,1.6,0.24,Malnad gidda
150.0,138.0,67.5,25,1.6,2.17,Malnad gidda
150.0,120,67.5,8.1,1.9,1.25,Malnad gidda
150.0,139.5,67.5,25,2.5,0.26,Malnad gidda
150.0,120,67.5,25,1.3,1.2,Malnad gidda
150.0,120,67.5,25,1.4,1.19,Malnad gidda
150.0,139.5,67.5,25,1.4,0.63,Malnad gidda
150.0,120,67.5,25,1.4,1.19,Malnad gidda
150.0,138.0,67.5,3,1.6,4.04,Malnad gidda
150.0,139.5,67.5,25,2.2,0.49,Malnad gidda
150.0,138.0,67.5,25,2.7,2.6,Malnad gidda
150.0,138.0,67.5,25,1.3,1.82,Malnad gidda
150.0,138.9,67.5,3.3,2.0,0.83,Malnad gidda
150.0,139.5,67.5,25,1.8,0.27,Malnad gidda
150.0,120,67.5,3,2.6,1.38,Malnad gidda
150.0,138.0,67.5,10.0,3.0,2.62,Malnad gidda
150.0,124.2,67.5,25,2.3,0.92,Malnad gidda
150.0,120,67.5,25,1.7,0.96,Malnad gidda
150.0,120,67.5,25,1.4,1.02,Malnad gidda
150.0,138.0,67.5,25,2.0,1.86,Malnad gidda
150.0,139.5,67.5,7.1,2.4,0.76,Malnad gidda
150.0,120,67.5,25,3.6,1.44,Malnad gidda
150.0,127.7,67.5,25,2.4,0.9,Malnad gidda
150.0,120,67.5,25,2.1,1.34,Malnad gidda
150.0,139.5,67.5,25,1.6,0.63,Malnad gidda
150.0,138.0,67.5,24.2,2.0,2.25,Malnad gidda
150.0,120,67.5,7.8,2.2,1.34,Malnad gidda
150.0,120,67.5,25,3.7,0.97,Malnad gidda
150.0,120,67.5,12.5,2.2,1.04,Malnad gidda
150.0,139.5,67.5,25,2.1,0.43,Malnad gidda
150.0,138.0,67.5,25,2.7,2.06,Malnad gidda
150.0,138.0,67.5,3,2.5,2.16,Malnad gidda
150.0,120,67.5,25,1.7,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.7,1.0,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120,67.5,25,1.8,1.01,Malnad gidda
150.0,120.1,67.5,25,1.5,0.96,Malnad gidda
150.0,120,67.5,25,1.9,0.98,Malnad gidda
150.0,139.5,67.5,25,2.3,0.64,Malnad gidda
150.0,138.0,67.5,3,2.4,47.49,Malnad gidda
150.0,138.0,67.5,25,2.1,1.93,Malnad gidda
150.0,120,67.5,14.0,2.2,1.23,Malnad gidda
150.0,120.1,67.5,25,1.7,0.96,Malnad gidda
150.0,120,67.5,12.5,1.4,1.36,Malnad gidda
150.0,138.0,67.5,10.0,1.2,2.45,Malnad gidda
150.0,139.5,67.5,25,1.6,0.34,Malnad gidda
150.0,121.0,67.5,25,1.3,0.95,Malnad gidda
150.0,138.0,67.5,10.0,1.1,2.45,Malnad gidda
150.0,120.1,67.5,25,1.5,0.96,Malnad gidda
150.0,120.1,67.5,25,1.5,0.96,Malnad gidda
150.0,138.0,67.5,20.6,2.2,2.31,Malnad gidda
150.0,126.5,67.5,25,2.0,0.91,Malnad gidda
150.0,138.0,67.5,20.6,2.7,3.16,Malnad gidda
150.0,120,67.5,25,2.8,1.14,Malnad gidda
150.0,138.0,67.5,3,1.6,5.31,Malnad gidda
150.0,120,67.5,7.0,1.5,1.17,Malnad gidda
150.0,139.5,67.5,25,1.2,0.45,Malnad gidda
150.0,139.5,67.5,16.9,1.1,0.7,Malnad gidda
150.0,139.5,67.5,25,1.6,0.73,Malnad gidda
150.0,120,67.5,25,1.3,1.3,Malnad gidda
150.0,138.0,67.5,3.2,1.9,2.46,Malnad gidda
150.0,139.5,67.5,25,2.4,0.72,Malnad gidda
150.0,120,67.5,25,2.2,1.5,Malnad gidda
150.0,139.5,67.5,25,2.6,0.15,Malnad gidda
150.0,120,67.5,6.7,2.0,1.08,Malnad gidda
150.0,139.5,67.5,15.9,2.3,0.81,Malnad gidda
150.0,120,67.5,25,2.4,1.04,Malnad gidda
150.0,120,67.5,3,2.2,1.47,Malnad gidda
150.0,120,67.5,25,2.6,1.32,Mehsana
150.0,138.0,67.5,18.4,1.6,1.98,Mehsana
150.0,128.5,67.5,4.2,2.5,0.89,Mehsana
150.0,138.0,67.5,7.1,2.4,2.13,Mehsana
150.0,138.0,67.5,6.6,1.6,2.58,Mehsana
150.0,120,67.5,20.6,1.7,1.75,Mehsana
150.0,120,67.5,25,2.1,1.67,Mehsana
150.0,139.5,67.5,25,3.5,0.58,Mehsana
150.0,139.5,67.5,25,1.5,0.16,Mehsana
150.0,123.6,67.5,25,4.2,0.93,Mehsana
150.0,139.5,67.5,25,2.2,0.58,Mehsana
150.0,120,67.5,4.1,3.0,1.03,Mehsana
150.0,139.5,67.5,25,2.5,0.81,Mehsana
150.0,138.0,67.5,3,2.7,3.0,Mehsana
150.0,138.0,67.5,4.1,1.1,7.46,Mehsana
150.0,120,67.5,25,1.8,1.03,Mehsana
150.0,138.0,67.5,15.6,2.4,3.0,Mehsana
150.0,120,67.5,25,1.6,1.02,Mehsana
150.0,139.5,67.5,25,1.5,0.74,Mehsana
150.0,128.5,67.5,4.2,2.5,0.89,Mehsana
150.0,128.5,67.5,4.2,2.5,0.89,Mehsana
150.0,139.5,67.5,25,2.9,0.6,Mehsana
150.0,138.0,67.5,7.1,3.4,4.13,Mehsana
150.0,132.2,67.5,11.3,2.1,0.87,Mehsana
150.0,120,67.5,16.4,1.9,1.53,Mehsana
150.0,120,67.5,25,2.3,1.38,Mehsana
150.0,120,67.5,6.3,1.7,0.98,Mehsana
150.0,139.5,67.5,25,2.2,0.73,Mehsana
150.0,139.5,67.5,25,1.7,0.52,Mehsana
150.0,138.0,67.5,5.3,1.5,3.06,Mehsana
150.0,120,67.5,25,2.4,1.54,Mehsana
150.0,139.5,67.5,20.4,2.0,0.8,Mehsana
150.0,120,67.5,10.0,1.2,1.0,Mehsana
150.0,133.2,67.5,25,3.8,0.86,Mehsana
150.0,138.0,67.5,3,1.6,1.86,Mehsana
150.0,120,67.5,25,2.5,1.58,Mehsana
150.0,120,67.5,25,1.6,1.03,Mehsana
150.0,120,67.5,8.5,1.7,1.08,Mehsana
150.0,120,67.5,25,2.0,1.18,Mehsana
150.0,120,67.5,3,1.1,1.79,Mehsana
150.0,120,67.5,3,1.6,1.6,Mehsana
150.0,139.5,67.5,25,1.5,0.5,Mehsana
150.0,139.5,67.5,25,2.1,0.76,Mehsana
150.0,138.0,67.5,22.6,1.8,2.0,Mehsana
150.0,120,67.5,25,1.5,1.29,Mehsana
150.0,139.5,67.5,25,2.6,0.79,Mehsana
150.0,120,67.5,13.8,1.0,1.5,Mehsana
150.0,120,67.5,25,1.4,1.0,Mehsana
150.0,139.5,67.5,25,2.2,0.7,Mehsana
150.0,139.5,67.5,25,1.7,0.79,Mehsana
150.0,120,67.5,25,2.7,1.14,Mehsana
150.0,139.5,67.5,12.5,3.5,0.72,Mehsana
150.0,135.2,67.5,25,3.2,0.85,Mehsana
150.0,139.5,67.5,11.3,1.2,0.75,Mehsana
150.0,139.5,67.5,25,1.3,0.61,Mehsana
150.0,139.5,67.5,25,3.6,0.61,Mehsana
150.0,120,67.5,25,1.0,1.0,Mehsana
150.0,120,67.5,25,3.9,1.17,Mehsana
150.0,120,67.5,25,2.1,1.74,Mehsana
150.0,139.5,67.5,25,1.9,0.64,Mehsana
150.0,139.5,67.5,25,1.7,0.72,Mehsana
150.0,120,67.5,5.7,1.9,1.74,Mehsana
150.0,120,67.5,25,2.7,1.33,Mehsana
150.0,139.5,67.5,25,1.1,0.61,Mehsana
150.0,139.5,67.5,25,1.1,0.18,Mehsana
150.0,120,67.5,25,1.5,1.04,Mehsana
150.0,120,67.5,25,3.2,1.13,Mehsana
150.0,121.3,67.5,25,1.3,0.95,Mehsana
150.0,139.5,67.5,25,1.4,0.59,Mehsana
150.0,139.5,67.5,17.2,1.3,0.67,Mehsana
150.0,120,67.5,25,3.2,1.06,Mehsana
150.0,120,67.5,25,1.9,1.24,Mehsana
150.0,136.3,67.5,25,1.7,0.84,Mehsana
150.0,120,67.5,18.4,1.9,0.96,Mehsana
150.0,139.5,67.5,25,1.2,0.48,Mehsana
150.0,120,67.5,25,3.5,1.19,Mehsana
150.0,136.3,67.5,25,1.5,0.84,Mehsana
150.0,120,67.5,25,3.7,1.18,Mehsana
150.0,139.5,67.5,25,3.7,0.74,Mehsana
150.0,138.0,67.5,4.8,1.2,3.27,Mehsana
150.0,120,67.5,25,1.8,1.73,Mehsana
150.0,120,67.5,25,2.5,1.29,Mehsana
150.0,139.5,67.5,25,1.3,0.79,Mehsana
150.0,139.5,67.5,25,1.4,0.61,Mehsana
150.0,120,67.5,25,2.4,1.15,Mehsana
150.0,120,67.5,15.4,1.6,1.64,Mehsana
150.0,139.5,67.5,25,1.2,0.61,Mehsana
150.0,120,67.5,25,1.4,1.06,Mehsana
150.0,139.5,67.5,25,1.2,0.24,Mehsana
150.0,139.5,67.5,25,1.2,0.76,Mehsana
150.0,120,67.5,7.6,1.7,1.04,Mehsana
150.0,120.1,67.5,25,1.4,0.96,Mehsana
150.0,139.5,67.5,22.8,1.3,0.57,Mehsana
150.0,139.5,67.5,25,1.3,0.58,Mehsana
150.0,120,67.5,25,2.5,1.29,Murrah
150.0,120,67.5,25,1.9,1.2,Murrah
150.0,138.0,67.5,5.6,1.3,1.84,Murrah
150.0,139.5,67.5,25,1.7,0.42,Murrah
150.0,132.3,67.5,25,1.9,0.87,Murrah
150.0,139.5,67.5,25,1.9,0.36,Murrah
150.0,138.0,67.5,3,1.0,7.94,Murrah
150.0,120,67.5,6.0,1.1,0.98,Murrah
150.0,137.7,67.5,25,2.6,0.83,Murrah
150.0,139.5,67.5,25,1.6,0.59,Murrah
150.0,138.0,67.5,3,1.6,1.86,Murrah
150.0,120,67.5,3,1.6,1.55,Murrah
150.0,120,67.5,8.0,1.4,1.77,Murrah
150.0,138.0,67.5,25,2.1,2.24,Murrah
150.0,139.5,67.5,25,1.6,0.48,Murrah
150.0,120,67.5,3,2.7,1.25,Murrah
150.0,136.3,67.5,25,1.7,0.84,Murrah
150.0,138.0,67.5,4.1,1.5,2.75,Murrah
150.0,138.0,67.5,25,3.0,1.81,Murrah
150.0,138.0,67.5,3,2.7,3.0,Murrah
150.0,120,67.5,25,4.4,1.18,Murrah
150.0,138.0,67.5,3,1.8,2.18,Murrah
150.0,138.0,67.5,8.2,2.1,2.03,Murrah
150.0,120,67.5,3,1.4,1.42,Murrah
150.0,139.5,67.5,25,1.2,0.07,Murrah
150.0,120,67.5,25,1.7,1.17,Murrah
150.0,120,67.5,19.5,1.3,1.38,Murrah
150.0,133.0,67.5,25,1.2,0.86,Murrah
150.0,120,67.5,19.8,4.2,1.29,Murrah
150.0,133.5,67.5,3,2.4,0.86,Murrah
150.0,139.5,67.5,25,1.7,0.56,Murrah
150.0,139.5,67.5,3,1.4,0.75,Murrah
150.0,120,67.5,25,1.5,1.46,Murrah
150.0,139.5,67.5,25,1.4,0.76,Murrah
150.0,139.5,67.5,25,1.9,0.54,Murrah
150.0,138.0,67.5,10.6,2.0,5.1,Murrah
150.0,139.5,67.5,25,1.6,0.71,Murrah
150.0,120,67.5,25,3.3,1.14,Murrah
150.0,139.5,67.5,25,1.7,0.49,Murrah
150.0,120,67.5,25,2.0,1.37,Murrah
150.0,120,67.5,14.0,1.3,1.8,Murrah
150.0,138.0,67.5,3,1.0,7.81,Murrah
150.0,120,67.5,25,1.3,1.44,Murrah
150.0,138.0,67.5,3.6,2.0,1.89,Murrah
150.0,139.5,67.5,25,1.4,0.31,Murrah
150.0,120,67.5,25,2.7,1.32,Murrah
150.0,138.0,67.5,25,1.4,2.53,Murrah
150.0,120,67.5,25,1.5,1.48,Murrah
150.0,120,67.5,11.3,1.5,1.14,Murrah
150.0,120,67.5,21.3,1.5,1.79,Murrah
150.0,138.0,67.5,9.5,2.8,2.71,Murrah
150.0,138.0,67.5,13.2,1.5,3.35,Murrah
150.0,139.5,67.5,25,1.5,0.57,Murrah
150.0,139.5,67.5,25,2.5,0.25,Murrah
150.0,120,67.5,3,1.9,1.19,Murrah
150.0,138.0,67.5,18.4,2.0,5.25,Murrah
150.0,120,67.5,19.3,2.7,1.13,Murrah
150.0,139.5,67.5,6.0,2.2,0.62,Murrah
150.0,138.0,67.5,25,1.3,1.97,Murrah
150.0,120,67.5,25,3.0,1.24,Murrah
150.0,120,67.5,3,1.8,1.7,Murrah
150.0,136.8,67.5,25,1.8,0.84,Murrah
150.0,120,67.5,3,2.6,1.24,Murrah
150.0,139.5,67.5,25,1.7,0.52,Murrah
150.0,139.5,67.5,16.7,1.6,0.73,Murrah
150.0,120,67.5,9.8,1.5,1.17,Murrah
150.0,120,67.5,4.1,3.0,1.03,Murrah
150.0,138.0,67.5,25,1.5,1.95,Murrah
150.0,138.0,67.5,25,1.8,2.63,Murrah
150.0,139.5,67.5,25,1.7,0.35,Murrah
150.0,126.0,67.5,25,2.1,0.91,Murrah
150.0,120,67.5,19.1,1.6,1.47,Murrah
150.0,138.0,67.5,25,2.0,2.15,Murrah
150.0,139.5,67.5,25,1.3,0.64,Murrah
150.0,120,67.5,25,1.7,1.0,Murrah
150.0,120,67.5,25,2.5,1.29,Murrah
150.0,138.0,67.5,7.1,3.4,4.13,Murrah
150.0,139.5,67.5,25,1.5,0.64,Murrah
150.0,120,67.5,25,1.5,1.06,Murrah
150.0,139.5,67.5,25,1.7,0.38,Murrah
150.0,139.5,67.5,25,3.9,0.8,Murrah
150.0,120,67.5,25,1.7,1.26,Murrah
150.0,120,67.5,25,1.3,1.15,Murrah
150.0,138.0,67.5,14.0,1.7,2.25,Murrah
150.0,120,67.5,25,1.4,0.97,Murrah
150.0,139.5,67.5,25,3.0,0.62,Murrah
150.0,120,67.5,25,1.5,1.57,Murrah
150.0,138.0,67.5,8.2,2.1,2.03,Murrah
150.0,135.1,67.5,25,2.1,0.85,Murrah
150.0,139.5,67.5,25,2.7,0.43,Murrah
150.0,120,67.5,4.8,3.4,1.19,Murrah
150.0,120,67.5,4.6,1.2,1.5,Murrah
150.0,120,67.5,25,2.7,1.5,Murrah
150.0,120,67.5,4.1,1.6,1.37,Murrah
150.0,120,67.5,10.0,1.2,1.0,Murrah
150.0,139.5,67.5,3,2.2,0.43,Murrah
150.0,138.0,67.5,7.2,1.3,3.52,Murrah
150.0,129.4,67.5,21.8,1.7,0.89,Murrah
150.0,120,67.5,25,2.2,1.14,Murrah
150.0,120,67.5,25,2.1,1.34,Murrah
150.0,120,67.5,3,1.7,1.23,Murrah
150.0,139.5,67.5,25,1.8,0.7,Murrah
150.0,120,67.5,18.4,1.7,1.74,Murrah
150.0,138.0,67.5,11.1,2.3,1.99,Murrah
150.0,139.5,67.5,25,1.8,0.76,Murrah
150.0,131.9,67.5,25,1.2,0.87,Murrah
150.0,139.5,67.5,3,1.4,0.75,Murrah
150.0,138.0,67.5,5.8,1.4,2.45,Murrah
150.0,139.5,67.5,16.7,1.6,0.73,Murrah
150.0,139.5,67.5,12.5,1.5,0.66,Murrah
150.0,139.5,67.5,25,1.7,0.77,Murrah
150.0,138.0,67.5,25,1.6,2.43,Murrah
150.0,120,67.5,9.5,2.9,1.59,Murrah
150.0,139.5,67.5,25,1.8,0.77,Murrah
150.0,138.0,67.5,25,4.4,1.82,Murrah
150.0,138.0,67.5,9.1,3.1,2.29,Murrah
150.0,139.5,67.5,25,2.1,0.58,Murrah
150.0,138.0,67.5,3.6,1.4,1.84,Murrah
150.0,128.9,67.5,25,1.7,0.89,Murrah
150.0,132.3,67.5,25,1.9,0.87,Murrah
150.0,137.7,67.5,25,3.3,0.83,Murrah
150.0,120,67.5,25,1.9,1.06,Murrah
150.0,139.5,67.5,25,1.7,0.42,Murrah
150.0,120,67.5,25,1.6,1.62,Murrah
150.0,124.5,67.5,25,1.2,0.92,Murrah
150.0,138.0,67.5,15.6,2.2,3.47,Murrah
150.0,138.0,67.5,20.6,1.5,2.53,Murrah
150.0,138.4,67.5,25,2.0,0.83,Murrah
150.0,133.9,67.5,25,2.5,0.86,Murrah
150.0,120,67.5,25,2.5,1.58,Murrah
150.0,120,67.5,3,1.1,1.79,Murrah
150.0,120,67.5,25,2.1,1.55,Murrah
150.0,138.0,67.5,25,2.2,5.41,Murrah
150.0,139.5,67.5,24.0,1.5,0.79,Murrah
150.0,138.0,67.5,20.9,3.2,4.24,Murrah
150.0,138.0,67.5,25,1.6,3.05,Murrah
150.0,139.5,67.5,25,2.1,0.61,Murrah
150.0,138.0,67.5,6.6,1.6,2.58,Murrah
150.0,120,67.5,8.1,3.7,1.8,Murrah
150.0,120,67.5,14.0,2.7,1.09,Murrah
